"Sector","Grupo","Sendero","Distancia (m)","Parcela","Árbol","Especie","DAP (cm)","HT (m)","HC (m)","LD"," AB (m2)"
"III","8","20","480","4","2","Encino","7","10.75","1.5","0","0.003848451"
"III","8","20","480","4","3","Encino","5.3","10.4","1.5","0","0.002206183"
"III","8","20","480","4","4","Roble","12","11.5","5.5","1","0.011309734"
"III","8","20","480","4","5","Encino","6","8.29","1.5","0","0.002827433"
"III","8","20","480","4","6","Encino","6.1","8.7","1.4","0","0.002922467"
"III","8","20","480","4","7","Encino","8.5","8.75","1","0","0.005674502"
"III","8","20","480","4","8","Encino","6.7","11","3.5","0","0.003525652"
"III","8","20","480","4","9","Encino","8.2","8.5","1.6","0","0.005281017"
"III","8","20","480","4","10","Encino","19.5","11.6","1.6","0","0.029864765"
"III","8","20","480","4","11","Roble","9.2","7","3.2","0","0.00664761"
"III","8","20","480","4","12","Encino","9.2","10.66","3.5","0","0.00664761"
"III","8","20","480","4","13","Encino","10","10.66","1.92","0","0.007853982"
"III","8","20","490","5","1","Encino","6","7","3.5","0","0.002827433"
"III","8","20","490","5","2","Cachito","7.4","9.3","","0","0.00430084"
"III","8","20","490","5","3","Cachito","6","9.3","","0","0.002827433"
"III","8","20","490","5","4","Encino","8","7.29","1.5","0","0.005026548"
"III","8","20","490","5","5","Encino","8.5","12.5","1.8","0","0.005674502"
"III","8","20","490","5","6","Encino","7","12.5","6","0","0.003848451"
"III","8","20","490","5","7","Encino","7.7","9.75","3.58","1","0.004656626"
"III","8","20","490","5","8","Encino","8.5","9.13","1.3","0","0.005674502"
"III","8","20","490","5","9","Encino","7","9.2","1.9","0","0.003848451"
"III","8","20","490","5","10","Cachito","5.2","8.42","","0","0.002123717"
"III","8","20","490","5","11","Cachito","19","9.5","7.3","0","0.028352874"
"III","8","20","490","5","12","Encino","11.2","12","10.58","0","0.009852035"
"III","8","20","490","5","13","Encino","21","13.8","3.5","0","0.034636059"
"III","8","20","490","5","14","Cachito","10","7.04","","0","0.007853982"
"III","8","20","490","5","15","Cachito","8","7.04","","0","0.005026548"
"III","8","20","490","5","16","Cachito","6.3","7.04","","0","0.003117245"
"III","8","20","490","5","17","Encino","5.3","9.24","7.98","0","0.002206183"
"III","8","20","490","5","18","Encino","10.5","13.4","1.1","0","0.008659015"
"III","8","20","490","5","19","Encino","5.5","9.08","0.5","0","0.002375829"
"III","8","20","490","5","20","Encino","10.5","13.4","6","1","0.008659015"
"III","9","23","170","1","1","Roble","20","6.3489","2.4028","0","0.031415927"
"III","9","23","170","1","2","Roble","11.9","6.7056","0.5486","0","0.011122023"
"III","9","23","170","1","3","Roble","19","7.3152","0.5486","0","0.028352874"
"III","9","23","170","1","4","Roble","5.4","6.3484","2.6416","0","0.002290221"
"III","9","23","170","1","5","Roble","5.4","4.7487","2.6416","0","0.002290221"
"III","9","23","170","1","6","Roble","6","5.4589","4.572","0","0.002827433"
"III","9","23","170","1","7","Roble","9.7","7.74","4.2925","1","0.007389811"
"III","9","23","180","2","1","Roble","5.2","5.461","2.5908","0","0.002123717"
"III","9","23","180","2","2","Roble","8.7","6.731","0.5181","0","0.005944679"
"III","9","23","180","2","3","Roble","10.5","6.731","0.5486","0","0.008659015"
"III","9","23","180","2","4","Roble","7.5","6.9088","4.8768","0","0.004417865"
"III","9","23","180","2","5","Roble","8.6","6.9088","2.3114","0","0.005808805"
"III","9","23","180","2","6","Roble","7.4","6.9088","2.1336","0","0.00430084"
"III","9","23","180","2","7","Roble","8.5","6.9088","0.3048","0","0.005674502"
"III","9","23","180","2","8","Roble","11","7.8232","4.3434","0","0.009503318"
"III","9","23","180","2","9","Roble","9","7.8232","4.9784","0","0.006361725"
"III","9","23","180","2","10","Roble","5.7","7.1374","4.6609","0","0.002551759"
"III","9","23","180","2","11","Roble","15.2","7.8232","5.715","0","0.018145839"
"III","9","23","180","2","12","Roble","6.6","6.5532","2.286","0","0.003421194"
"III","9","23","180","2","13","Roble","15.7","8.382","0.5486","0","0.019359279"
"III","9","23","180","2","14","Roble","13.2","8.382","5.9436","1","0.013684778"
"III","9","23","180","2","15","Roble","6.5","6.5786","4.445","0","0.003318307"
"III","9","23","180","2","16","Roble","10.3","7.4422","4.2418","0","0.008332289"
"III","9","23","180","2","17","Roble","8.2","1.5","1.5","0","0.005281017"
"III","9","23","180","2","18","Carbón","7.8","5.4356","","0","0.004778362"
"III","9","23","180","2","19","Carbón","6.6","4.9403","","0","0.003421194"
"III","9","23","180","2","20","Roble","6.2","6.5532","2.0828","0","0.003019071"
"III","9","23","180","2","21","Encino","9.7","6.5532","1.905","0","0.007389811"
"III","9","23","180","2","22","Roble","13.2","6.8072","4.8768","0","0.013684778"
"III","9","23","190","3","1","Roble","11","7.874","2.1844","0","0.009503318"
"III","9","23","190","3","2","Roble","13","7.874","3.5052","0","0.013273229"
"III","9","23","190","3","3","Roble","8.6","7.874","5.1816","0","0.005808805"
"III","9","23","190","3","4","Roble","7.1","6.223","4.445","0","0.003959192"
"III","9","23","190","3","5","Roble","6.5","6.223","2.7178","0","0.003318307"
"III","9","23","190","3","6","Roble","10.5","7.5184","4.2164","0","0.008659015"
"III","9","23","190","3","7","Roble","11.4","7.5184","3.1242","0","0.010207035"
"III","9","23","190","3","8","Roble","13","7.5184","4.1","0","0.013273229"
"III","9","23","190","3","9","Roble","7.6","7.5184","6.7564","0","0.00453646"
"III","9","23","190","3","10","Roble","8.6","7.5184","3.683","0","0.005808805"
"III","9","23","190","3","11","Roble","10.4","8.4328","4.3434","0","0.008494867"
"III","9","23","190","3","12","Roble","6.5","7.1374","5.1562","0","0.003318307"
"III","9","23","190","3","13","Roble","9.5","7.1374","4.4958","0","0.007088218"
"III","9","23","190","3","14","Cachito","7.5","4.6228","","0","0.004417865"
"III","9","23","190","3","15","Roble","12.5","8.1026","4.445","0","0.012271846"
"III","9","23","190","3","16","Pichota","10","6.096","","0","0.007853982"
"III","9","23","190","3","17","Roble","12.2","1.5","1.5","0","0.011689866"
"III","9","23","190","3","18","Roble","8.5","8.0772","4.9403","1","0.005674502"
"III","9","23","190","3","19","Roble","12.5","8.0772","3.0734","0","0.012271846"
"III","9","23","190","3","20","Roble","13.7","7.239","3.9116","0","0.014741138"
"III","9","23","190","3","21","Roble","8.3","7.239","4.0894","0","0.005410608"
"III","9","23","190","3","22","Roble","5.6","7.239","3.6322","0","0.002463009"
"III","9","23","190","3","23","Cachito","5.5","4.9022","","0","0.002375829"
"III","9","23","200","4","1","Roble","8.6","7.239","4.1148","0","0.005808805"
"III","9","23","200","4","2","Roble","7.2","7.8232","4.1148","0","0.004071504"
"III","9","23","200","4","3","Roble","8","8.8646","5.9182","0","0.005026548"
"III","9","23","200","4","4","Roble","8.4","6.604","3.0226","0","0.005541769"
"III","9","23","200","4","5","Roble","8.5","7.5692","5.8166","0","0.005674502"
"III","9","23","200","4","6","Roble","9.7","8.9408","5.2324","0","0.007389811"
"III","9","23","200","4","7","Roble","7","7.5692","5.334","0","0.003848451"
"III","9","23","200","4","8","Roble","13.2","8.9154","4.6736","0","0.013684778"
"III","9","23","200","4","9","Roble","6.6","6.5786","2.3114","0","0.003421194"
"III","9","23","200","4","10","Roble","7.4","6.5786","4.6736","0","0.00430084"
"III","9","23","200","4","11","Roble","14","9.0932","4.6228","0","0.015393804"
"III","9","23","200","4","12","Roble","12","9.0932","5.0292","0","0.011309734"
"III","9","23","200","4","13","Roble","9.2","8.1534","1.905","0","0.00664761"
"III","9","23","200","4","14","Roble","7.5","6.7818","2.8194","0","0.004417865"
"III","9","23","200","4","15","Roble","7","8.1534","5.6388","0","0.003848451"
"III","9","23","200","4","16","Roble","14","9.271","2.0828","0","0.015393804"
"III","9","23","200","4","17","Roble","8","3.048","1.5","0","0.005026548"
"III","9","23","200","4","18","Roble","9","9.0424","5.1054","0","0.006361725"
"III","9","23","200","4","19","Roble","14","8.9408","4.0894","1","0.015393804"
"III","9","23","200","4","20","Roble","10.3","8.9408","5.8674","0","0.008332289"
"III","9","23","200","4","21","Roble","7","8.128","5.3848","0","0.003848451"
"III","9","23","200","4","22","Roble","8","7.2644","4.699","0","0.005026548"
"III","9","23","210","5","1","Roble","17","9.4742","5.1816","1","0.022698007"
"III","9","23","210","5","2","Roble","8","7.8232","5.2197","0","0.005026548"
"III","9","23","210","5","3","Roble","7","5.1816","3.048","0","0.003848451"
"III","9","23","210","5","4","Roble","12.1","8.6995","3.8862","0","0.011499015"
"III","9","23","210","5","5","Roble","9.7","7.7724","","0","0.007389811"
"III","9","23","210","5","6","Roble","10.2","8.9535","3.9243","0","0.008171282"
"III","9","23","210","5","7","Roble","8","8.2931","3.7719","0","0.005026548"
"III","9","23","210","5","8","Roble","11","8.1026","1.8288","0","0.009503318"
"III","9","23","210","5","9","Roble","6.2","5.4483","2.3241","0","0.003019071"
"III","9","23","210","5","10","Roble","12","8.3439","3.1369","0","0.011309734"
"III","9","23","210","5","11","Indio Desnudo  ","7","6.5405","","0","0.003848451"
"III","9","23","210","5","12","Roble","7","8.1534","3.1115","0","0.003848451"
"III","9","23","210","5","13","Roble","12","8.1534","2.1717","0","0.011309734"
"III","9","23","210","5","14","Roble","6","8.5344","3.6957","0","0.002827433"
"III","9","23","210","5","15","Roble","6.6","7.4168","2.1717","0","0.003421194"
"III","9","23","210","5","16","Roble","10.8","9.2583","3.2639","0","0.009160884"
"III","9","23","210","5","17","Roble","7.5","9.5631","3.2258","0","0.004417865"
"III","9","23","210","5","18","Roble","9.5","9.5631","5.3467","0","0.007088218"
"III","9","23","210","5","19","Roble","8.5","9.5631","2.6543","0","0.005674502"
"III","9","23","210","5","20","Roble","12.6","10.4013","5.0165","0","0.012468981"
"III","9","23","210","5","21","Roble","5.7","5.5753","1.8288","0","0.002551759"
"III","9","23","210","5","22","Roble","12.5","10.8966","3.0734","1","0.012271846"
"III","9","23","210","5","23","Roble","7","7.9248","3.4925","0","0.003848451"
"III","9","23","210","5","24","Roble","12","9.144","3.0861","0","0.011309734"
"III","9","23","210","5","25","Roble","7.2","8.0391","4.6355","0","0.004071504"
"III","9","23","210","5","26","Roble","9.2","9.0932","2.9845","0","0.00664761"
"III","9","23","210","5","27","Acacia","5.6","5.6134","","0","0.002463009"
"III","9","23","210","5","28","Roble","5.5","4.572","2.4638","0","0.002375829"
"III","10","25","130","1","1","Roble","11.8","9.5377","5.3594","0","0.010935884"
"III","10","25","130","1","2","Roble","8.3","6.1595","2.1971","0","0.005410608"
"III","10","25","130","1","3","Roble","12.4","9.4869","4.8768","0","0.012076282"
"III","10","25","130","1","4","Roble","19.5","12.1793","3.683","0","0.029864765"
"III","10","25","130","1","5","Roble","19.8","11.1506","4.7879","0","0.03079075"
"III","10","25","130","1","6","Roble","25.7","11.4808","5.0546","1","0.051874763"
"III","10","25","130","1","7","Acacia","8.7","7.5311","","0","0.005944679"
"III","10","25","130","1","8","Roble","6.5","3.8354","2.4765","0","0.003318307"
"III","10","25","130","1","9","Acacia","9.4","7.7343","","0","0.006939778"
"III","10","25","130","1","10","Roble","6.9","6.477","4.572","0","0.003739281"
"III","10","25","130","1","11","Roble","6","4.4831","2.9845","0","0.002827433"
"III","10","25","130","1","12","Carbón","6.3","2.8448","","0","0.003117245"
"III","10","25","130","1","13","Roble","5.2","4.2037","2.2225","0","0.002123717"
"III","10","25","140","2","1","Indio Desnudo  ","6.3","5.4229","","0","0.003117245"
"III","10","25","140","2","2","Roble","22","10.8585","2.6813","0","0.038013271"
"III","10","25","140","2","3","Roble","27","12.3571","6.0579","1","0.057255526"
"III","10","25","140","2","4","Indio Desnudo  ","10.5","9.3091","","0","0.008659015"
"III","10","25","140","2","5","Roble","21.9","12.065","5.5499","0","0.037668481"
"III","10","25","140","2","6","Roble","14.7","12.2428","3.9868","0","0.016971669"
"III","10","25","140","2","7","Pichota","14.7","10.6823","","0","0.016971669"
"III","10","25","140","2","8","Indio Desnudo  ","5.6","3.3909","","0","0.002463009"
"III","10","25","150","3","1","Carbon blanco","12","9.5631","","0","0.011309734"
"III","10","25","150","3","2","Roble","29","11.3284","4.7117","0","0.066051986"
"III","10","25","150","3","3","Roble","6.4","5.7023","3.429","0","0.003216991"
"III","10","25","150","3","4","Roble","6.5","7.9756","5.8039","0","0.003318307"
"III","10","25","150","3","5","Roble","9.5","7.8613","3.7592","0","0.007088218"
"III","10","25","150","3","6","Indio Desnudo  ","7.4","6.5405","","0","0.00430084"
"III","10","25","150","3","7","Roble","31.7","12.9286","5.334","1","0.078923876"
"III","10","26","0","4","1","Carbón","19.5","5.9817","","0","0.029864765"
"III","10","26","0","4","2","Carbón","9.2","2.8956","","0","0.00664761"
"III","10","26","0","4","3","Indio Desnudo  ","6.4","5.2451","","0","0.003216991"
"III","10","26","0","4","4","Indio Desnudo  ","6.8","4.7752","","0","0.003631681"
"III","10","26","0","4","5","Roble","9.3","5.5626","2.2733","1","0.006792909"
"III","10","26","0","4","6","Roble","8.3","5.3467","2.7051","0","0.005410608"
"III","10","26","0","4","7","Roble","5.7","5.1816","2.0828","0","0.002551759"
"III","10","26","0","4","8","Roble","7.2","4.9784","3.0099","0","0.004071504"
"III","10","26","0","4","9","Indio Desnudo  ","5.6","4.7879","","0","0.002463009"
"III","10","26","0","4","10","Molinillo","7.3","4.7879","","0","0.004185387"
"III","10","26","10","5","1","Indio Desnudo  ","7","5.8674","","0","0.003848451"
"III","10","26","10","5","2","Indio Desnudo  ","5.4","5.8674","","0","0.002290221"
"III","10","26","10","5","3","Molinillo","11.2","5.4864","","0","0.009852035"
"III","10","26","10","5","4","Encino","7.7","4.4567","","0","0.004656626"
"III","10","26","10","5","5","Encino","9.7","5.8928","","0","0.007389811"
"III","10","26","10","5","6","Molinillo","6","5.4483","","0","0.002827433"
"III","10","26","10","5","7","Encino","7.5","4.0894","1.8288","0","0.004417865"
"III","10","26","10","5","8","Encino","6.3","5.1689","","0","0.003117245"
"III","10","26","10","5","9","Encino","9.5","5.6261","3.048","0","0.007088218"
"III","10","26","10","5","10","Carbón","8","5.2451","","0","0.005026548"
"III","10","26","10","5","11","Carbón","5.3","3.2131","","0","0.002206183"
"III","10","26","10","5","12","Encino","9.5","6.6421","2.1336","1","0.007088218"
"III","10","26","10","5","13","Molinillo","9.5","4.4704","","0","0.007088218"
